62,-5,aNxZGleAEbxiZYisJWxy
56,2,hlcVelqih5GPcibzE8qI
51,-2,HwxdMjxyRB8SSpGlVvxY
62,2,RYASqIWlo6GqMWif6gZ2
49,2,6gHcRqY8Nx3d0VEcV3kz
61,-11,rbuHc2WvyKLfQCELTVDi
61,-12,dHeYGCCvMA8WWWPRAYNq
55,-3,LOVPkKKSBNCzrdIk7cSc
51,-1,Z1C5Ulvc1J7zDPDXkPd9
55,-9,D5FP3uAE1jled5FJneaj
52,-1,jWI3M6RoGuRGh1Bbm4Lq
51,1,A5tfgflAAuvTAOP6FepL
62,-7,G5T8O5vBCqp9duuutNP0
62,1,Ly4CCw6X7FSoyrjJZgC3
60,-10,b56SazXW9upgJbrj75ZH
62,-10,QB4EhgDxxPBpZA2ujkZN
57,-5,U6nSEWvVZRCNJNk6G3TU
52,-1,2Tp4aUc3jKKj8F9v5WFO
50,-11,K9Nnwbu0PqhZMXtS3tp3
58,-1,BF8vvqvQVbfLTf1Q2LQz
55,3,TrIqCZcn0MDcSxFZJZej
48,-4,wt2ESBUWrJaHIfJPhoMx
50,-9,tRHLICYeREvnJ50Q0e0m
54,0,FvUswvkOQevlUneCZygL
55,-7,ocY1LoE3heq6BkrPhnnP
60,-4,XVPFB4x1k5rBT38P1r4N
49,-3,MxOLojt2qXk4OyRpf0Lu
51,-2,W9vHBXxS8UE6JE3vNnqT
52,-10,l3FZ3a9iR0EyjpG4kkzP
61,-5,UfuAkPSz33mI31i2tcoB
59,3,BfXHjF86dDJhxxfEdrpA
62,-4,OQKrchYEqZTyedIwMQny
61,-1,tYGFtNFbPbRafIqEna26
51,-7,HbsyDQ4rEeIXgLStNeVB
49,-6,7qRvBfj8FTNRIDfcP8JC
57,-10,hHKuuVJC1zE86shOmQMe
54,-13,eaHxWIAiIWxU2S3rgopk
60,3,HYwBwzblYNK4PtkQyy2Q
48,-9,O6fGgAefi89n0f5abrRg
55,-1,NfXe4nKBuIRYDkrU6eT1
54,-7,PR4uhQ7RfWKFugCi2avq
62,-9,iSIaGIRgDCM4siAv9hJW
61,2,1kNB0S0InxswA0ZAE2Ze
57,3,OxxXEqk3z7Rag1EGGAej
57,-7,vCRlO4DgUKHn6OzYoy3c
49,-7,CQq0Q4SgIFVucdsuUby7
51,-13,wnVPFElAgawN3U5xFDEh
54,-3,mD0LKe0e8gwNlslbqIeH
52,-3,K42OxOiXoqo5OAEjp773
60,-6,2f2mlSixNq9zbsMcltTH
48,2,Py6ShtUH97PkuDZx8gtW
57,-5,z5KtUbQ5feln40i3VZar
60,-11,BXac077DC1KlSmD9QlRH
54,-7,meQp2rqGASOcgN3OGp97
51,-3,hl8ZNblSOigBKqDeu0VX
60,-8,3ToRYt38kL8FZjQm0jRp
52,-9,x7xzzADHLaZ9URpzA9Tx
50,-1,BstG0v8Ft34LiYsHpabF
63,-10,4zsmqJ0FFAR8YFWnY9ca
57,3,kUqjF8WdPyePwORaFBJ9
51,-5,ATAC73kTUPOVgMvQOIIW
62,-10,ADBcjf8x1Yiys9v3dBd0
54,-1,wVGDQBwjWI3nEUEtptUd
60,-7,MgxQACTnUXtE3UwsvbjT
49,-13,iFwvGPwlhiOlix03vDmV
56,1,zWJKyGjeoyh9nMGGXFxQ
49,3,UKtvcxf5AhoEaBKIXRO3
52,3,41urQMQmZPmTdA8aXebq
56,-12,oatgIZmXNmhOl94PEMI3
58,-4,pi3IkbORg615MGCpkX9o
62,-12,tB2XckBQfFQECzcEbWUt
58,-13,CxjolhFIB7RF4KIH3r6V
62,-2,wTXd3X7uGdSL71RjLJYD
54,-12,UmHchcIlak6ZH2fngKbX
60,-4,prQzkU45Rkm3xO4gT1hr
61,2,MuWfdGEI8YZLj4XZnlZR
58,-9,X7HGHTfTBjpcAxJfi3se
59,-13,59BLtblLcFlPLYbE2dSO
54,-11,jV4V5oYNPk0bACCKejao
53,-8,Rav8KXClmY9tzhSk9MHh
60,-12,mV9ZQ8tWR1g0B9pT00dK
61,-13,8QPZ5DTc3e3IDNWEnNy3
62,2,wAH43jk5Psd1n8DatoJc
59,-4,QxZYsoWUoM1ga9QsyxbH
58,-8,BYNLFNs83KghvXEDghyr
62,2,sSiyNYNQyiIPn79FLPX4
62,-10,tXC5SZAIO1AwjgAynaLK
64,1,ttthpcw5AnFFgv9Xa8jY
53,-11,nmVPE0h6hiPEM2s0Gnf9
50,-11,zVtkLSxFWDwoDJtl8v60
51,-13,brKQVtTQYfNO5ZOUlpUR
52,1,zEWZCoPIPjStTGbc0We4
55,-3,ZlUt2DplNpcUGhJIfsio
64,0,FUQ62qMc2xPqbbZJEVcv
54,-12,fESrFEVUmXZlnHIsIVNm
48,2,hYFuirITbpx4hoKFLhUp
62,-8,AVTJSQbBWcb4DBSFRw1r
59,-11,ZooyAsy5TncitxBNX8Zp
48,-3,ZhMi4xYkgDHaBImyJewk
63,2,qw3G4tMuO9Ci84k74dWE
53,-1,LDVD7mbDAAwNProAnlXr
54,-1,QWRlqKpnwhlv371nEFTL
48,-12,tdb9jf1Zy4n78DBwldsu
60,1,iFhjwKmSsRw1sYwFVIAw
62,-6,dJc9GGci1gMLbzeUxTwo
60,3,hD057i6BTnUequnNSucB
64,-4,71bGAJeU4OtPLGxsFO9T
57,-6,UVMdptUuEUCVy7fHfl9b
55,-6,SmSFRj4gf9fo7xbRYqaP
62,-1,W81r1oqStxmrYK0iuK0c
62,-10,FBXSKEWwpZwuaNfUwMTN
57,-11,4AhmIxEEH9mx7eoTeeCk
48,-3,YaXcUNAupYDaASdhreAd
57,-10,ASEL0tbqODDyvwTby6ky
60,-1,u7nBZRoIL7lyF0yS85QR
51,-12,w0CQURwdZ9j4rhz49w7q
54,-9,8rcsyMGtui82uXpKTgHo
53,-8,a1oF849kayzzf8ifYhLR
49,-12,kFs2b805Sws3Esg8fuNO
50,-1,Tv2GbKoAQNKCfLrBF3TV
55,-7,vjLiZuupBhYcH00YBvG0
62,-9,jq0mjaKG6iQNOD3yVcJR
63,-11,lSx3k9qH2qQ3odgbH2bO
50,-7,tIp9VAEMD2A1AV9O0ieJ
64,3,sF19vz81dGBLmktvrsWh
51,-13,ssdSW7uHeMJYDtfFHpt5
51,-13,ZeQaGhXgDj9jCUNoCqO2
64,-6,NLhQa0YTw3rdFLpcQpQ1
54,-12,4Zw0fclLGU6VQoxby4hX
60,2,vnObc1naZXdYuDTyhPO1
48,-10,06Wsqynm6BbFBPQDVqMR
53,-5,W824tCzk0bgBKy8ZFmm2
54,-2,EFMDdx7a451BLaMDqqrB
55,0,QjnpuIJ2BMghC9aToTed
60,-13,NEE7nerEmpRu6nO8JPIW
52,-6,pZ2XM3bXNiqncI27s4zj
57,-5,mJQT5V0TPsSIpzsfhENW
64,3,WSh2kWWgrrSPGrnU3TKV
58,-2,1Tb4vRhQAkO0Y9rMb09b
55,3,rjV9wPOnc4ni9SP68uyH
48,0,TxpWsMLOp1VAbxXz4zEs
51,2,CqWWZgLzKBNcrdyv13B6
63,-12,R50wCWSttK3MazjGQET8
58,-1,lqoSu5jVHAktmGVVPGJz
64,-9,TnXlS7ROQ7jA8LINwOpc
54,-4,jse3XMfBewTTAE4znw5H
51,-9,zmyIx197J222N28T9HOU
55,-4,NkQWHY9GZyMdLHFw1ifs
60,2,qLCMzXDLD5LTj60hekRZ
55,-7,gRzolYDS9S47P2iiv5eE
53,-6,gN2HNIwXH0ZrPhmiP1Pp
61,-5,VqsmSfHxOQb6vpiIyXal
61,3,N5Q6Dt35U3ndblKzPKa4
58,-9,IgfQIKAD1hpGbEelZDIo
61,3,lLpXm1IrMK7DwppgoM3A
49,-4,c0J6kNHFue6HNL83lf7l
52,-12,TlenDUI6gVGfYmFsr3pY
53,-4,42JLYTgkyh9cKss6DjTj
57,-12,NxDn6bPE9Jwqlanif6ts
51,-5,JUE8Sk72LmCdqL5hdTuE
54,2,IlGeaH4ISQ3BLnzgL40v
59,-7,xllUQI6uGeTB91kWueut
56,1,8xr2zvkwwrimk2jTW69c
58,0,ica4EByZptwnzsZx7FHy
59,-13,VmXhb4n4p6T01kEJACMg
52,-1,wtIWCAtSIMi2esG8t4dd
48,-6,TasJ0BE4qBvSOoXWvgFd
48,-8,5sffZtgmhMq494WURIGZ
64,-9,lXmNZBglgoT9JdcS5sRE
62,-8,rJjJj9IPtexjm368qUyf
55,-12,Vy2vwcqVa4FtPeQyoh7H
53,-5,GOLqHeNtRa59JtMhb0HQ
59,3,K0N6SeBZQpV4saovG097
49,1,k6sxxU46W3NeJIWRh1ZY
48,-9,JaMKqBo9qFqK9EM8ce4y
48,-3,UYAk5AReNsTzmHOUNd43
52,3,YqAtlCTAkA0NVbpEsaQx
56,0,icscSz4abesYi7DQochu
48,-8,TmEgpREakycsH3X7jVhu
58,-8,H4wcyL2YlfZKIS12qBS3
50,-13,hBGs5urxdnyp37QbRIwv
56,-1,YNBYMOMPpIB4Fp9I9ZFS
59,1,fkJLrMBkXd8cYzPTAgFP
54,-4,02BSPBBrCWQBVLip1VmS
55,2,IxPLilXulcFI7Ewgndyo
53,-3,FcJ0RI0k0onoBUBDcyjF
61,-2,XyR3cRL0QN8AXhNpfDym
59,-13,WtMUHxVuonaM7hgej4av
56,2,QCZA9lcRJo4J6QEcrPOB
50,-8,s5bcY0IJ9TdxwZGYJzKD
